,lat,lon,alt,crs,hac,vac,spd,dst,t
1170.0,42.409743,-71.076641,4.804958,180.703125,5.0,3.0,15.52,0.0,1510240264000
1171.0,42.409602,-71.076645,5.045895,181.054688,5.0,3.0,15.54,0.0,1510240265000
1172.0,42.409458,-71.076652,5.35104,181.054688,5.0,3.0,15.66,0.0,1510240266000
1173.0,42.409319,-71.07665,5.567501,181.054688,5.0,3.0,15.69,0.0,1510240267000
1174.0,42.409175,-71.076653,5.813076,181.054688,5.0,3.0,16.110001,0.0,1510240268000
1175.0,42.409027,-71.076657,5.971767,181.054688,5.0,3.0,16.450001,0.0,1510240269000
1176.0,42.408878,-71.076661,5.67474,181.40625,5.0,3.0,16.6,0.0,1510240270000
1177.0,42.408726,-71.076665,5.797085,181.054688,5.0,3.0,16.74,0.0,1510240271000
1178.0,42.408576,-71.076667,5.903652,181.40625,5.0,3.0,16.709999,0.0,1510240272000
1179.0,42.408425,-71.076674,5.802944,181.40625,5.0,3.0,16.700001,0.0,1510240273000
1180.0,42.408275,-71.076677,6.149166,181.054688,5.0,3.0,16.67,0.0,1510240274000
1181.0,42.408127,-71.076673,6.249569,180.0,5.0,3.0,16.549999,0.0,1510240275000
1182.0,42.407979,-71.076671,6.271053,179.648438,5.0,3.0,16.5,0.0,1510240276000
1183.0,42.407833,-71.076667,6.393124,178.945312,5.0,3.0,16.32,0.0,1510240277000
1184.0,42.407687,-71.076663,6.371365,178.59375,5.0,3.0,16.110001,0.0,1510240278000
1185.0,42.407543,-71.076659,6.297115,178.945312,5.0,3.0,15.95,0.0,1510240279000
1186.0,42.407402,-71.076655,6.24374,178.945312,5.0,3.0,15.81,0.0,1510240280000
1187.0,42.407261,-71.076653,6.37225,180.0,5.0,3.0,15.63,0.0,1510240281000
1188.0,42.407125,-71.076653,6.584774,180.351562,5.0,3.0,15.17,0.0,1510240282000
1189.0,42.406999,-71.076656,6.235043,181.054688,5.0,3.0,14.2,0.0,1510240283000
1190.0,42.406887,-71.07666,6.028561,181.757812,5.0,3.0,12.72,0.0,1510240284000
1191.0,42.406793,-71.076662,6.01376,181.054688,5.0,3.0,10.79,0.0,1510240285000
1192.0,42.406716,-71.076654,5.985653,173.320312,5.0,3.0,8.29,0.0,1510240286000
1193.0,42.406651,-71.076622,6.210201,156.796875,5.0,3.0,7.45,0.0,1510240287000
1194.0,42.406602,-71.076565,5.631557,127.617188,5.0,3.0,7.33,0.0,1510240288000
1195.0,42.406574,-71.076485,5.796444,109.335938,5.0,3.0,7.59,0.0,1510240289000
1196.0,42.40656,-71.07639,5.809628,91.40625,5.0,3.0,8.0,0.0,1510240290000
1197.0,42.406558,-71.076288,5.289791,86.132812,5.0,3.0,8.68,0.0,1510240291000
1198.0,42.406559,-71.076177,5.052792,86.484375,5.0,3.0,9.25,0.0,1510240292000
1199.0,42.406559,-71.076066,4.658382,87.1875,5.0,3.0,9.42,0.0,1510240293000
1200.0,42.406563,-71.075947,6.009609,88.59375,5.0,3.0,9.43,0.0,1510240294000
1201.0,42.406557,-71.075828,4.906155,90.351562,5.0,3.0,9.75,0.0,1510240295000
1202.0,42.406555,-71.075711,4.721493,91.40625,5.0,3.0,9.81,0.0,1510240296000
1203.0,42.406556,-71.075593,6.289364,91.40625,5.0,3.0,9.87,0.0,1510240297000
1204.0,42.406553,-71.075471,5.634914,90.703125,5.0,3.0,9.84,0.0,1510240298000
1205.0,42.406553,-71.075353,5.519924,90.351562,5.0,3.0,9.76,0.0,1510240299000
1206.0,42.406549,-71.075239,6.399563,90.703125,5.0,3.0,9.19,0.0,1510240300000
1207.0,42.406544,-71.075138,6.355801,95.273438,5.0,3.0,8.2,0.0,1510240301000
1208.0,42.406533,-71.07504,6.589352,102.65625,5.0,3.0,7.27,0.0,1510240302000
1209.0,42.406517,-71.074963,6.714382,108.984375,5.0,3.0,6.34,0.0,1510240303000
1210.0,42.406502,-71.074896,6.66116,110.039062,5.0,3.0,5.5,0.0,1510240304000
1211.0,42.406499,-71.074844,6.432156,93.164062,5.0,3.0,4.28,0.0,1510240305000
1212.0,42.406505,-71.074806,6.482204,75.234375,5.0,3.0,2.73,0.0,1510240306000
1213.0,42.406512,-71.074784,6.768215,65.039062,5.0,3.0,1.39,0.0,1510240307000
1214.0,42.406515,-71.074779,6.646694,62.578125,5.0,3.0,0.18,0.0,1510240308000
1215.0,42.406515,-71.074779,6.618862,62.578125,5.0,3.0,0.0,0.0,1510240309000
1216.0,42.406515,-71.074779,6.301205,62.578125,5.0,3.0,0.0,0.0,1510240310000
1217.0,42.406515,-71.074779,6.413723,62.578125,5.0,3.0,0.0,0.0,1510240311000
1218.0,42.406515,-71.074779,6.422451,62.578125,5.0,3.0,0.0,0.0,1510240312000
1219.0,42.406515,-71.074779,6.589413,62.578125,5.0,3.0,0.0,0.0,1510240313000
1220.0,42.406515,-71.074779,6.630306,62.578125,5.0,4.0,0.0,0.0,1510240314000
1221.0,42.406515,-71.074779,6.8009,62.578125,5.0,3.0,0.0,0.0,1510240315000
1222.0,42.406515,-71.074779,6.712307,62.929688,5.0,3.0,0.0,0.0,1510240316000
1223.0,42.406519,-71.074779,6.759121,62.929688,5.0,3.0,0.17,0.0,1510240317000
1224.0,42.406519,-71.074776,6.662228,62.929688,5.0,3.0,0.18,0.0,1510240318000
1225.0,42.406519,-71.074776,6.747982,62.929688,5.0,3.0,0.0,0.0,1510240319000
1226.0,42.40652,-71.074784,6.739071,63.28125,5.0,3.0,0.21,0.0,1510240320000
1227.0,42.40652,-71.074787,6.719662,63.28125,5.0,3.0,0.27,0.0,1510240321000
1228.0,42.406517,-71.074793,6.746731,63.632812,5.0,3.0,0.25,0.0,1510240322000
1229.0,42.406519,-71.074793,6.732906,63.632812,5.0,3.0,0.22,0.0,1510240323000
1230.0,42.406518,-71.074794,6.687984,63.632812,5.0,3.0,0.15,0.0,1510240324000
1231.0,42.406518,-71.074794,6.272274,63.632812,5.0,3.0,0.0,0.0,1510240325000
1232.0,42.406518,-71.074794,6.284206,63.28125,5.0,3.0,0.0,0.0,1510240326000
1233.0,42.406518,-71.074794,6.757565,63.28125,5.0,3.0,0.0,0.0,1510240327000
1234.0,42.406518,-71.074794,6.243771,63.632812,5.0,3.0,0.0,0.0,1510240328000
1235.0,42.406518,-71.074794,6.25491,63.632812,5.0,3.0,0.0,0.0,1510240329000
1236.0,42.406518,-71.074794,6.749844,63.632812,5.0,3.0,0.0,0.0,1510240330000
1237.0,42.406518,-71.074794,6.622128,63.632812,5.0,4.0,0.0,0.0,1510240331000
1238.0,42.406518,-71.074794,6.673489,63.632812,5.0,3.0,0.0,0.0,1510240332000
1239.0,42.406518,-71.074794,6.73901,63.632812,5.0,3.0,0.0,0.0,1510240333000
1240.0,42.406518,-71.074794,6.506863,63.28125,5.0,3.0,0.0,0.0,1510240334000
1241.0,42.406518,-71.074794,6.535793,63.28125,5.0,3.0,0.0,0.0,1510240335000
1242.0,42.406518,-71.074794,6.45837,63.28125,5.0,3.0,0.0,0.0,1510240336000
1243.0,42.406518,-71.074794,6.490108,63.28125,5.0,3.0,0.0,0.0,1510240337000
1244.0,42.406518,-71.074794,6.515987,63.28125,5.0,3.0,0.0,0.0,1510240338000
1245.0,42.406518,-71.074794,6.545132,63.28125,5.0,3.0,0.0,0.0,1510240339000
1246.0,42.406518,-71.074794,6.746212,63.28125,5.0,3.0,0.0,0.0,1510240340000
1247.0,42.406518,-71.074794,6.506252,63.28125,5.0,3.0,0.0,0.0,1510240341000
1248.0,42.406518,-71.074794,6.544582,63.28125,5.0,3.0,0.0,0.0,1510240342000
1249.0,42.406518,-71.074794,6.593929,63.28125,5.0,3.0,0.0,0.0,1510240343000
1250.0,42.406518,-71.074794,6.624966,63.28125,5.0,3.0,0.0,0.0,1510240344000
1251.0,42.406532,-71.074787,6.506008,22.5,5.0,3.0,1.28,0.0,1510240345000
1252.0,42.40654,-71.074781,6.327541,52.734375,5.0,3.0,1.06,0.0,1510240346000
1253.0,42.406518,-71.074802,6.918209,81.914062,5.0,3.0,0.9,0.0,1510240347000
1254.0,42.406514,-71.074803,7.130703,90.703125,5.0,3.0,1.23,0.0,1510240348000
1255.0,42.406507,-71.074817,6.954739,89.648438,5.0,3.0,1.21,0.0,1510240349000
1256.0,42.406498,-71.074848,6.480648,102.304688,5.0,3.0,1.28,0.0,1510240350000
1257.0,42.406496,-71.07484,6.535915,91.054688,5.0,3.0,1.28,0.0,1510240351000
1258.0,42.406491,-71.074849,6.871426,91.054688,5.0,4.0,1.27,0.0,1510240352000
1259.0,42.406485,-71.074869,6.890285,91.054688,5.0,4.0,1.02,0.0,1510240353000
1260.0,42.406476,-71.074881,6.409847,235.195312,5.0,3.0,1.17,0.0,1510240354000
1261.262,42.406476,-71.074881,6.409847,235.195312,5.0,3.0,1.17,0.0,1510240355262
1261.0,42.406465,-71.074895,6.274899,233.789062,5.0,3.0,1.26,0.0,1510240355000
