,lat,lon,alt,crs,hac,vac,spd,dst,t
581.0,42.426771,-71.07932,7.68951,79.101562,5.0,3.0,11.34,0.0,1510239675000
582.0,42.42679,-71.079183,7.402981,79.804688,5.0,3.0,11.38,0.0,1510239676000
583.0,42.426807,-71.079047,6.876553,81.210938,5.0,3.0,11.38,0.0,1510239677000
584.0,42.426821,-71.07891,6.938351,82.265625,5.0,3.0,11.31,0.0,1510239678000
585.0,42.426835,-71.078776,7.021358,81.914062,5.0,3.0,11.17,0.0,1510239679000
586.0,42.426851,-71.078643,7.097713,81.5625,5.0,3.0,11.21,0.0,1510239680000
587.0,42.426867,-71.078508,6.508266,81.914062,5.0,3.0,11.34,0.0,1510239681000
588.0,42.426882,-71.078367,6.568813,81.914062,5.0,3.0,11.48,0.0,1510239682000
589.0,42.426899,-71.078227,6.689022,81.210938,5.0,3.0,11.56,0.0,1510239683000
590.0,42.426914,-71.078088,6.72781,82.265625,5.0,3.0,11.51,0.0,1510239684000
591.0,42.426925,-71.077952,6.76025,84.375,5.0,3.0,11.52,0.0,1510239685000
592.0,42.426933,-71.077807,6.722805,86.484375,5.0,3.0,11.56,0.0,1510239686000
593.0,42.426935,-71.077665,6.619686,90.0,5.0,3.0,11.63,0.0,1510239687000
594.0,42.426933,-71.077521,6.652737,92.109375,5.0,3.0,11.78,0.0,1510239688000
595.0,42.426926,-71.077381,6.825222,94.570312,5.0,3.0,11.93,0.0,1510239689000
596.0,42.426911,-71.07723,6.79324,98.085938,5.0,3.0,12.1,0.0,1510239690000
597.0,42.426893,-71.077082,6.741177,100.898438,5.0,3.0,12.38,0.0,1510239691000
598.0,42.426869,-71.076932,6.381374,104.0625,5.0,3.0,12.62,0.0,1510239692000
599.0,42.426838,-71.076785,6.080929,107.578125,5.0,3.0,12.88,0.0,1510239693000
600.0,42.4268,-71.076629,5.859371,110.039062,5.0,3.0,13.12,0.0,1510239694000
601.0,42.426755,-71.076482,5.526638,113.90625,5.0,3.0,13.24,0.0,1510239695000
602.0,42.426697,-71.076338,4.905972,118.125,5.0,3.0,13.39,0.0,1510239696000
603.0,42.426636,-71.076201,4.915249,121.289062,5.0,3.0,13.49,0.0,1510239697000
604.0,42.426568,-71.076059,5.233273,123.75,5.0,3.0,13.55,0.0,1510239698000
605.0,42.426498,-71.075927,5.052303,125.859375,5.0,3.0,13.39,0.0,1510239699000
606.0,42.426435,-71.075787,5.173733,125.507812,5.0,3.0,13.39,0.0,1510239700000
607.0,42.426367,-71.075657,4.654568,125.507812,5.0,3.0,13.34,0.0,1510239701000
608.0,42.426297,-71.075522,4.629787,125.507812,5.0,3.0,13.15,0.0,1510239702000
609.0,42.426233,-71.075393,5.268642,125.507812,5.0,3.0,12.76,0.0,1510239703000
610.0,42.426167,-71.075269,5.104031,124.804688,5.0,3.0,12.45,0.0,1510239704000
611.0,42.426107,-71.075148,5.268887,124.101562,5.0,3.0,12.3,0.0,1510239705000
612.0,42.426047,-71.075021,5.382626,122.695312,5.0,3.0,11.97,0.0,1510239706000
613.0,42.425992,-71.074906,5.852383,121.992188,5.0,3.0,11.31,0.0,1510239707000
614.0,42.425947,-71.074801,5.503628,119.53125,5.0,3.0,10.0,0.0,1510239708000
615.0,42.425906,-71.074702,5.757565,116.71875,5.0,3.0,9.04,0.0,1510239709000
616.0,42.425873,-71.07461,5.478451,114.609375,5.0,3.0,7.58,0.0,1510239710000
617.0,42.425849,-71.074537,5.388729,113.90625,5.0,3.0,5.9,0.0,1510239711000
618.0,42.425831,-71.074481,5.637783,113.90625,5.0,3.0,4.5,0.0,1510239712000
619.0,42.425813,-71.074441,5.738461,113.90625,5.0,3.0,3.81,0.0,1510239713000
620.0,42.425805,-71.074418,5.752499,113.90625,5.0,3.0,2.44,0.0,1510239714000
621.0,42.425801,-71.074409,5.798824,113.554688,5.0,3.0,1.07,0.0,1510239715000
622.0,42.425801,-71.074409,5.648251,113.203125,5.0,3.0,0.0,0.0,1510239716000
623.0,42.425801,-71.074409,5.514523,112.851562,5.0,3.0,0.0,0.0,1510239717000
624.0,42.425801,-71.074409,5.283413,112.851562,5.0,3.0,0.0,0.0,1510239718000
625.0,42.425801,-71.074409,5.210018,112.851562,10.0,3.0,0.0,0.0,1510239719000
626.0,42.425801,-71.074409,5.209408,112.5,10.0,3.0,0.0,0.0,1510239720000
627.0,42.425802,-71.074412,4.790829,112.5,10.0,4.0,0.17,0.0,1510239721000
628.0,42.425802,-71.074412,5.538784,112.5,10.0,3.0,0.0,0.0,1510239722000
629.0,42.425802,-71.074412,5.063869,112.5,10.0,4.0,0.0,0.0,1510239723000
630.0,42.425802,-71.074412,5.498043,112.851562,10.0,3.0,0.0,0.0,1510239724000
631.0,42.425802,-71.074412,5.423092,112.851562,10.0,3.0,0.0,0.0,1510239725000
632.0,42.425802,-71.074412,5.109432,112.851562,10.0,3.0,0.0,0.0,1510239726000
633.0,42.425802,-71.074412,5.258297,112.851562,10.0,3.0,0.0,0.0,1510239727000
634.0,42.425802,-71.074412,5.202663,112.5,10.0,3.0,0.0,0.0,1510239728000
635.0,42.425797,-71.074408,5.327663,112.5,10.0,3.0,0.19,0.0,1510239729000
636.0,42.425791,-71.074399,5.672726,112.851562,10.0,3.0,1.13,0.0,1510239730000
637.0,42.425781,-71.074381,5.642147,112.5,10.0,3.0,2.26,0.0,1510239731000
638.0,42.425769,-71.074342,5.382015,112.851562,5.0,3.0,4.08,0.0,1510239732000
639.0,42.425753,-71.074292,5.592159,112.851562,5.0,3.0,5.19,0.0,1510239733000
640.0,42.42573,-71.074225,5.544247,113.90625,5.0,3.0,6.26,0.0,1510239734000
641.0,42.425702,-71.074141,6.0397,114.960938,5.0,3.0,7.6,0.0,1510239735000
642.0,42.425673,-71.074057,5.923214,115.3125,5.0,3.0,8.42,0.0,1510239736000
643.0,42.425638,-71.073958,5.35461,115.3125,5.0,3.0,9.4,0.0,1510239737000
644.0,42.4256,-71.073846,5.229641,114.960938,5.0,3.0,9.9,0.0,1510239738000
645.0,42.425568,-71.07373,5.407253,110.742188,5.0,3.0,10.29,0.0,1510239739000
646.0,42.425537,-71.07361,5.523739,108.28125,5.0,3.0,10.85,0.0,1510239740000
647.0,42.425507,-71.073478,5.506496,106.171875,5.0,3.0,11.3,0.0,1510239741000
648.0,42.42548,-71.073338,5.243679,104.0625,5.0,3.0,11.7,0.0,1510239742000
649.0,42.425459,-71.073197,5.031429,101.25,5.0,3.0,11.9,0.0,1510239743000
650.0,42.425438,-71.073053,3.185787,98.4375,5.0,3.0,12.17,0.0,1510239744000
651.0,42.425426,-71.072906,3.166866,96.328125,5.0,3.0,12.42,0.0,1510239745000
652.0,42.425414,-71.072746,3.270962,95.273438,5.0,3.0,12.85,0.0,1510239746000
653.0,42.425399,-71.0726,2.979031,93.867188,5.0,3.0,12.51,0.0,1510239747000
654.0,42.425391,-71.072451,4.567867,93.164062,5.0,3.0,12.15,0.0,1510239748000
655.0,42.425386,-71.072307,3.946255,92.109375,5.0,3.0,10.83,0.0,1510239749000
656.0,42.42538,-71.072188,4.056393,92.8125,5.0,3.0,9.8,0.0,1510239750000
657.0,42.425378,-71.072074,3.700497,94.21875,5.0,3.0,8.77,0.0,1510239751000
658.0,42.425373,-71.071977,3.751858,94.570312,5.0,3.0,7.54,0.0,1510239752000
659.0,42.425368,-71.0719,4.84808,94.21875,5.0,3.0,5.36,0.0,1510239753000
660.0,42.425367,-71.071848,4.422726,93.867188,5.0,3.0,3.72,0.0,1510239754000
661.0,42.425365,-71.071816,4.494595,93.867188,5.0,3.0,2.3,0.0,1510239755000
662.0,42.425363,-71.071797,4.393551,93.867188,5.0,3.0,1.35,0.0,1510239756000
663.0,42.425363,-71.071797,4.13406,94.21875,5.0,3.0,0.0,0.0,1510239757000
664.0,42.425363,-71.07179,4.016842,94.21875,5.0,3.0,0.17,0.0,1510239758000
665.0,42.425363,-71.07179,4.971249,94.21875,5.0,3.0,0.0,0.0,1510239759000
666.0,42.425363,-71.07179,4.959438,94.21875,5.0,3.0,0.0,0.0,1510239760000
667.0,42.425363,-71.07179,5.093502,94.21875,5.0,3.0,0.0,0.0,1510239761000
668.0,42.425363,-71.07179,5.174465,94.21875,5.0,3.0,0.0,0.0,1510239762000
669.0,42.425363,-71.07179,5.205807,94.21875,5.0,3.0,0.0,0.0,1510239763000
670.0,42.425363,-71.07179,5.346676,94.21875,5.0,3.0,0.0,0.0,1510239764000
671.0,42.425361,-71.071796,5.442959,94.570312,5.0,3.0,0.15,0.0,1510239765000
672.0,42.425361,-71.071796,5.313015,94.21875,5.0,3.0,0.0,0.0,1510239766000
673.0,42.425361,-71.071796,5.417721,94.21875,5.0,3.0,0.0,0.0,1510239767000
674.0,42.425361,-71.071796,5.564297,94.21875,5.0,3.0,0.0,0.0,1510239768000
675.0,42.425361,-71.071796,5.60989,94.21875,5.0,3.0,0.0,0.0,1510239769000
676.0,42.425361,-71.071796,5.489773,94.21875,5.0,3.0,0.0,0.0,1510239770000
677.0,42.425363,-71.071799,5.531063,94.21875,5.0,4.0,0.26,0.0,1510239771000
678.0,42.425362,-71.071783,5.374905,94.570312,5.0,3.0,1.46,0.0,1510239772000
679.0,42.42536,-71.071751,5.31451,94.921875,5.0,3.0,3.46,0.0,1510239773000
680.0,42.425358,-71.071701,5.039425,93.515625,5.0,3.0,4.84,0.0,1510239774000
681.0,42.425358,-71.071633,4.905483,92.460938,5.0,3.0,5.99,0.0,1510239775000
682.0,42.425354,-71.071549,5.785213,92.109375,5.0,3.0,7.46,0.0,1510239776000
683.0,42.425353,-71.071464,5.866756,92.8125,5.0,3.0,7.91,0.0,1510239777000
684.0,42.425354,-71.071365,6.052517,92.109375,5.0,3.0,7.88,0.0,1510239778000
685.0,42.425353,-71.071262,5.042049,91.054688,5.0,4.0,8.16,0.0,1510239779000
686.0,42.425351,-71.071161,4.643917,92.460938,5.0,4.0,8.62,0.0,1510239780000
687.0,42.42535,-71.071051,4.767483,93.867188,5.0,4.0,9.44,0.0,1510239781000
688.0,42.425346,-71.070925,5.601498,93.515625,5.0,4.0,10.41,0.0,1510239782000
689.0,42.425333,-71.070799,4.994534,93.867188,5.0,3.0,11.27,0.0,1510239783000
690.0,42.425327,-71.070661,4.912502,93.867188,5.0,3.0,11.68,0.0,1510239784000
691.0,42.425319,-71.070517,4.950344,93.515625,5.0,3.0,12.08,0.0,1510239785000
692.0,42.425312,-71.070366,4.968258,93.515625,5.0,3.0,12.13,0.0,1510239786000
693.0,42.425305,-71.070217,5.838497,93.164062,5.0,3.0,12.32,0.0,1510239787000
694.0,42.425299,-71.070066,5.516018,93.164062,5.0,3.0,12.35,0.0,1510239788000
695.0,42.425294,-71.069919,5.590603,93.515625,5.0,3.0,12.42,0.0,1510239789000
696.0,42.425288,-71.06976,5.30093,93.515625,5.0,3.0,12.22,0.0,1510239790000
697.0,42.425281,-71.069616,5.362179,93.515625,5.0,3.0,11.91,0.0,1510239791000
698.0,42.425271,-71.069473,5.79977,93.515625,5.0,3.0,11.78,0.0,1510239792000
699.0,42.425266,-71.069334,5.014919,92.8125,5.0,3.0,11.59,0.0,1510239793000
700.0,42.42526,-71.06919,5.230526,93.515625,5.0,3.0,11.34,0.0,1510239794000
701.0,42.425256,-71.069059,5.518154,93.515625,5.0,3.0,10.96,0.0,1510239795000
702.0,42.425252,-71.068927,5.471188,93.164062,5.0,3.0,10.79,0.0,1510239796000
703.0,42.425252,-71.068786,5.696774,92.109375,5.0,3.0,9.94,0.0,1510239797000
704.0,42.425247,-71.068686,5.654263,92.109375,5.0,3.0,9.02,0.0,1510239798000
705.0,42.425241,-71.068586,6.313808,92.8125,5.0,3.0,7.71,0.0,1510239799000
706.0,42.425237,-71.068503,6.300472,93.867188,5.0,3.0,6.39,0.0,1510239800000
707.0,42.425235,-71.06844,6.14764,94.921875,5.0,3.0,4.61,0.0,1510239801000
708.0,42.425233,-71.068398,6.123165,94.921875,5.0,3.0,2.78,0.0,1510239802000
709.0,42.425232,-71.068378,5.816647,94.921875,5.0,3.0,1.18,0.0,1510239803000
710.0,42.425233,-71.068373,5.80154,94.921875,5.0,3.0,0.15,0.0,1510239804000
711.0,42.425233,-71.068373,4.975887,94.921875,5.0,3.0,0.0,0.0,1510239805000
712.0,42.425233,-71.068373,5.325314,94.921875,5.0,3.0,0.0,0.0,1510239806000
713.0,42.425233,-71.068373,5.213192,94.921875,5.0,3.0,0.0,0.0,1510239807000
714.0,42.425233,-71.068373,5.728237,94.570312,5.0,3.0,0.0,0.0,1510239808000
715.0,42.425233,-71.068373,5.633144,94.570312,5.0,3.0,0.0,0.0,1510239809000
716.0,42.425233,-71.068373,5.852016,94.570312,5.0,3.0,0.0,0.0,1510239810000
717.0,42.425233,-71.068373,5.105343,94.570312,5.0,3.0,0.0,0.0,1510239811000
718.0,42.425233,-71.068373,4.890835,94.570312,5.0,3.0,0.0,0.0,1510239812000
719.0,42.425233,-71.068373,4.931149,94.570312,5.0,3.0,0.0,0.0,1510239813000
720.0,42.425233,-71.068373,4.848812,94.570312,5.0,3.0,0.0,0.0,1510239814000
721.0,42.425233,-71.068373,5.364529,94.570312,5.0,3.0,0.0,0.0,1510239815000
722.0,42.425233,-71.068373,5.449154,94.570312,5.0,3.0,0.0,0.0,1510239816000
723.0,42.425233,-71.068373,4.77496,94.570312,5.0,3.0,0.0,0.0,1510239817000
724.0,42.425233,-71.068373,4.672848,94.570312,5.0,3.0,0.0,0.0,1510239818000
725.0,42.425233,-71.068373,5.261654,94.570312,5.0,3.0,0.0,0.0,1510239819000
726.0,42.425233,-71.068373,5.281673,94.570312,5.0,3.0,0.0,0.0,1510239820000
727.0,42.425233,-71.068373,5.32687,94.570312,5.0,3.0,0.0,0.0,1510239821000
728.0,42.425233,-71.068373,4.490749,94.570312,5.0,3.0,0.0,0.0,1510239822000
729.0,42.425233,-71.068373,4.387814,94.570312,5.0,3.0,0.0,0.0,1510239823000
730.0,42.425233,-71.068373,4.197628,94.570312,5.0,3.0,0.0,0.0,1510239824000
731.0,42.425233,-71.068373,4.09988,94.570312,5.0,3.0,0.0,0.0,1510239825000
732.0,42.425233,-71.068373,5.560726,94.570312,5.0,3.0,0.0,0.0,1510239826000
733.0,42.425233,-71.068373,5.481777,94.570312,5.0,3.0,0.0,0.0,1510239827000
734.0,42.425233,-71.068373,5.509548,94.570312,5.0,3.0,0.0,0.0,1510239828000
735.0,42.425233,-71.068373,5.541561,94.570312,5.0,3.0,0.0,0.0,1510239829000
736.0,42.425233,-71.068373,5.621944,94.570312,5.0,3.0,0.0,0.0,1510239830000
737.0,42.425233,-71.068373,3.905331,94.570312,5.0,3.0,0.0,0.0,1510239831000
738.0,42.425233,-71.068373,3.814724,94.570312,5.0,3.0,0.0,0.0,1510239832000
739.0,42.425233,-71.068373,3.820766,94.570312,5.0,3.0,0.0,0.0,1510239833000
740.0,42.425237,-71.068368,3.733761,94.570312,5.0,3.0,0.17,0.0,1510239834000
741.0,42.425237,-71.068368,5.716122,94.570312,5.0,3.0,0.0,0.0,1510239835000
742.0,42.425237,-71.068368,3.911648,94.570312,5.0,3.0,0.0,0.0,1510239836000
743.0,42.425237,-71.068368,3.809536,94.570312,5.0,3.0,0.0,0.0,1510239837000
744.0,42.425237,-71.068368,3.815578,94.570312,5.0,3.0,0.0,0.0,1510239838000
745.0,42.425237,-71.068368,3.729244,94.570312,5.0,3.0,0.0,0.0,1510239839000
746.0,42.425237,-71.068368,3.820919,94.570312,5.0,3.0,0.0,0.0,1510239840000
747.0,42.425237,-71.068368,3.734371,94.570312,5.0,3.0,0.0,0.0,1510239841000
748.0,42.425237,-71.068368,3.790554,94.570312,5.0,3.0,0.0,0.0,1510239842000
749.0,42.425237,-71.068368,3.702785,94.570312,5.0,3.0,0.0,0.0,1510239843000
750.0,42.425237,-71.068368,5.689754,94.570312,5.0,3.0,0.0,0.0,1510239844000
751.0,42.425237,-71.068368,3.995174,94.570312,5.0,3.0,0.0,0.0,1510239845000
752.0,42.425237,-71.068368,3.889431,94.570312,5.0,3.0,0.0,0.0,1510239846000
753.0,42.425237,-71.068368,4.242428,94.570312,5.0,3.0,0.0,0.0,1510239847000
754.0,42.425237,-71.068368,4.139065,94.570312,5.0,3.0,0.0,0.0,1510239848000
755.0,42.425243,-71.068362,5.033749,94.570312,5.0,3.0,0.61,0.0,1510239849000
756.0,42.425245,-71.068347,5.042233,94.570312,5.0,3.0,1.72,0.0,1510239850000
757.0,42.425246,-71.068308,5.139248,92.460938,5.0,3.0,3.17,0.0,1510239851000
758.0,42.425242,-71.06827,5.095791,91.757812,5.0,3.0,4.1,0.0,1510239852000
759.0,42.425238,-71.068216,5.643673,93.164062,5.0,3.0,5.03,0.0,1510239853000
760.0,42.425237,-71.068153,5.788967,92.8125,5.0,3.0,5.05,0.0,1510239854000
761.0,42.425234,-71.068094,5.584621,94.21875,5.0,3.0,4.74,0.0,1510239855000
762.0,42.425231,-71.068043,5.549252,99.140625,5.0,3.0,3.88,0.0,1510239856000
763.0,42.425225,-71.068006,5.338711,102.65625,5.0,3.0,2.86,0.0,1510239857000
764.0,42.425217,-71.067973,5.481228,105.820312,5.0,3.0,2.4,0.0,1510239858000
765.0,42.425212,-71.067943,6.539577,109.335938,5.0,3.0,2.48,0.0,1510239859000
766.0,42.425205,-71.067913,5.68475,114.257812,5.0,3.0,2.75,0.0,1510239860000
767.0,42.425194,-71.067883,5.63467,131.132812,5.0,3.0,2.97,0.0,1510239861000
768.0,42.425168,-71.067858,5.711666,155.390625,5.0,3.0,3.56,0.0,1510239862000
769.0,42.425131,-71.067838,5.869686,169.453125,5.0,3.0,4.52,0.0,1510239863000
770.0,42.425075,-71.06784,6.708157,176.835938,5.0,3.0,6.14,0.0,1510239864000
771.0,42.425003,-71.067835,6.713497,178.59375,5.0,4.0,7.33,0.0,1510239865000
772.0,42.424945,-71.067829,5.484188,177.890625,5.0,3.0,7.92,0.0,1510239866000
773.0,42.424875,-71.06782,6.864376,176.484375,5.0,3.0,8.24,0.0,1510239867000
774.0,42.424795,-71.067815,4.253323,176.835938,5.0,3.0,8.45,0.0,1510239868000
775.0,42.424719,-71.067808,4.73138,177.539062,5.0,3.0,8.24,0.0,1510239869000
776.0,42.424643,-71.067802,4.413357,177.1875,5.0,3.0,7.92,0.0,1510239870000
777.0,42.424575,-71.067798,6.587154,177.1875,5.0,3.0,7.41,0.0,1510239871000
778.0,42.424519,-71.067793,5.552578,176.132812,5.0,3.0,6.39,0.0,1510239872000
779.0,42.424468,-71.067784,5.392788,174.726562,5.0,3.0,5.18,0.0,1510239873000
780.0,42.424428,-71.06778,5.548092,172.265625,5.0,3.0,3.52,0.0,1510239874000
781.0,42.424398,-71.067776,5.439175,171.210938,5.0,4.0,2.16,0.0,1510239875000
782.0,42.424384,-71.067773,6.289272,170.859375,5.0,4.0,1.01,0.0,1510239876000
783.0,42.424384,-71.067773,5.446987,170.507812,5.0,3.0,0.0,0.0,1510239877000
784.0,42.424384,-71.067773,5.428585,170.507812,5.0,3.0,0.0,0.0,1510239878000
785.0,42.424384,-71.067773,6.075741,170.15625,5.0,3.0,0.0,0.0,1510239879000
786.0,42.424384,-71.067773,5.910244,170.15625,5.0,4.0,0.0,0.0,1510239880000
787.0,42.424384,-71.067776,5.963375,169.804688,5.0,3.0,0.15,0.0,1510239881000
788.0,42.424384,-71.067776,6.126492,169.804688,5.0,4.0,0.0,0.0,1510239882000
789.0,42.424384,-71.067776,6.160275,169.804688,5.0,4.0,0.0,0.0,1510239883000
790.0,42.424384,-71.067776,6.305935,169.804688,5.0,4.0,0.0,0.0,1510239884000
791.0,42.424384,-71.067776,5.857784,169.804688,5.0,3.0,0.0,0.0,1510239885000
792.0,42.424384,-71.067776,5.848019,169.804688,5.0,3.0,0.0,0.0,1510239886000
793.0,42.424384,-71.067776,5.925777,169.804688,5.0,4.0,0.0,0.0,1510239887000
794.0,42.424384,-71.067776,5.927395,169.804688,5.0,4.0,0.0,0.0,1510239888000
795.0,42.424384,-71.067776,6.535854,169.804688,5.0,3.0,0.0,0.0,1510239889000
796.0,42.424384,-71.067776,6.511379,169.804688,5.0,4.0,0.0,0.0,1510239890000
797.0,42.424384,-71.067776,6.564083,169.804688,5.0,4.0,0.0,0.0,1510239891000
798.0,42.424384,-71.067776,6.460598,169.804688,5.0,4.0,0.0,0.0,1510239892000
799.0,42.424384,-71.067776,6.493679,169.804688,5.0,4.0,0.0,0.0,1510239893000
800.0,42.424384,-71.067776,6.43301,169.804688,5.0,4.0,0.0,0.0,1510239894000
801.0,42.424384,-71.067776,5.806057,169.804688,5.0,3.0,0.0,0.0,1510239895000
802.0,42.424384,-71.067776,5.795895,169.804688,5.0,4.0,0.0,0.0,1510239896000
803.0,42.424384,-71.067776,6.617794,169.804688,5.0,3.0,0.0,0.0,1510239897000
804.0,42.424384,-71.067776,6.515163,169.804688,5.0,3.0,0.0,0.0,1510239898000
805.0,42.424384,-71.067776,5.82272,169.804688,5.0,3.0,0.0,0.0,1510239899000
806.0,42.424384,-71.067776,5.812222,169.804688,5.0,3.0,0.0,0.0,1510239900000
807.0,42.424384,-71.067776,5.808224,169.804688,5.0,3.0,0.0,0.0,1510239901000
808.0,42.424384,-71.067776,5.796474,169.804688,5.0,4.0,0.0,0.0,1510239902000
809.0,42.424384,-71.067776,6.528744,169.804688,5.0,3.0,0.0,0.0,1510239903000
810.0,42.424384,-71.067776,5.80508,169.804688,5.0,3.0,0.0,0.0,1510239904000
811.0,42.424384,-71.067776,5.690945,169.804688,5.0,3.0,0.0,0.0,1510239905000
812.0,42.424364,-71.067779,5.988918,169.804688,5.0,3.0,0.41,0.0,1510239906000
813.0,42.42436,-71.06778,6.042233,169.804688,5.0,4.0,0.23,0.0,1510239907000
814.0,42.42436,-71.06778,6.214565,169.804688,5.0,3.0,0.0,0.0,1510239908000
815.0,42.42436,-71.06778,6.173336,169.804688,5.0,3.0,0.0,0.0,1510239909000
816.0,42.42436,-71.06778,5.762112,169.453125,5.0,3.0,0.0,0.0,1510239910000
817.0,42.42436,-71.06778,5.496334,169.453125,5.0,3.0,0.0,0.0,1510239911000
818.0,42.424358,-71.067781,5.458767,169.453125,5.0,3.0,0.25,0.0,1510239912000
819.0,42.424344,-71.067777,6.093349,168.75,5.0,3.0,1.46,0.0,1510239913000
820.0,42.424325,-71.067777,6.14761,168.398438,5.0,4.0,2.39,0.0,1510239914000
821.0,42.424295,-71.067772,5.67828,169.101562,5.0,3.0,4.01,0.0,1510239915000
822.0,42.424254,-71.067763,5.505978,166.992188,5.0,4.0,5.24,0.0,1510239916000
823.0,42.424207,-71.067748,5.047329,164.882812,5.0,3.0,5.82,0.0,1510239917000
824.0,42.424151,-71.067729,4.598415,164.179688,5.0,3.0,6.32,0.0,1510239918000
825.0,42.424094,-71.067705,4.437954,163.476562,5.0,4.0,6.54,0.0,1510239919000
826.0,42.424041,-71.067681,4.202328,161.015625,5.0,4.0,6.53,0.0,1510239920000
827.0,42.423986,-71.067657,3.624752,160.664062,5.0,4.0,6.55,0.0,1510239921000
828.0,42.423928,-71.067633,3.606594,161.015625,5.0,3.0,6.53,0.0,1510239922000
829.0,42.423878,-71.067608,3.624508,161.015625,5.0,3.0,5.46,0.0,1510239923000
830.0,42.423842,-71.067593,3.309841,161.71875,5.0,3.0,3.66,0.0,1510239924000
831.0,42.423815,-71.067582,3.232204,162.070312,5.0,4.0,2.66,0.0,1510239925000
832.0,42.423798,-71.067573,3.268581,162.773438,5.0,3.0,1.47,0.0,1510239926000
833.0,42.423791,-71.06757,2.970577,162.773438,5.0,3.0,0.53,0.0,1510239927000
834.0,42.423791,-71.06757,4.318386,162.773438,5.0,3.0,0.0,0.0,1510239928000
835.0,42.423791,-71.06757,3.801418,162.773438,5.0,3.0,0.0,0.0,1510239929000
836.0,42.423791,-71.06757,3.412167,162.773438,5.0,3.0,0.0,0.0,1510239930000
837.0,42.423791,-71.06757,4.742764,162.773438,5.0,3.0,0.0,0.0,1510239931000
838.0,42.423783,-71.067563,3.843288,162.773438,5.0,3.0,0.2,0.0,1510239932000
839.0,42.423779,-71.067561,3.757656,162.773438,5.0,3.0,0.55,0.0,1510239933000
840.0,42.423767,-71.067563,3.393215,163.125,5.0,3.0,1.39,0.0,1510239934000
841.0,42.423748,-71.067556,3.345394,163.125,5.0,3.0,2.47,0.0,1510239935000
842.0,42.423721,-71.067543,3.293819,161.71875,5.0,3.0,3.61,0.0,1510239936000
843.0,42.423684,-71.067524,3.100521,162.070312,5.0,3.0,4.7,0.0,1510239937000
844.0,42.423637,-71.067503,4.325954,164.179688,5.0,3.0,5.65,0.0,1510239938000
845.0,42.423571,-71.067478,5.052059,168.398438,5.0,3.0,7.43,0.0,1510239939000
846.0,42.423502,-71.067457,4.824154,168.398438,5.0,3.0,8.15,0.0,1510239940000
847.0,42.423424,-71.067434,4.903713,168.046875,5.0,3.0,8.92,0.0,1510239941000
848.0,42.423339,-71.067408,5.333492,168.046875,5.0,3.0,9.42,0.0,1510239942000
849.0,42.423252,-71.06739,5.383358,169.804688,5.0,3.0,9.74,0.0,1510239943000
850.0,42.423165,-71.067366,5.401058,170.859375,5.0,3.0,10.17,0.0,1510239944000
851.0,42.423079,-71.067371,5.914394,173.671875,5.0,3.0,10.09,0.0,1510239945000
852.0,42.422988,-71.067356,6.280056,175.429688,5.0,4.0,10.35,0.0,1510239946000
853.0,42.422893,-71.067347,7.178555,176.484375,5.0,3.0,10.66,0.0,1510239947000
854.0,42.422799,-71.067336,7.638668,176.835938,5.0,3.0,10.93,0.0,1510239948000
855.0,42.422699,-71.067324,8.668026,176.484375,5.0,3.0,11.07,0.0,1510239949000
856.0,42.4226,-71.067312,8.962429,176.835938,5.0,3.0,10.87,0.0,1510239950000
857.0,42.422502,-71.067244,10.186092,177.925812,5.0,3.0,10.77,0.0,1510239951000
858.0,42.422411,-71.06724,10.400021,177.925812,5.0,3.0,10.73,0.0,1510239952000
859.0,42.422312,-71.067235,12.097805,177.925812,5.0,3.0,10.8,0.0,1510239953000
860.0,42.422215,-71.06723,11.269863,177.58049,5.0,3.0,11.03,0.0,1510239954000
861.0,42.422115,-71.067224,11.528378,177.58049,5.0,3.0,11.24,0.0,1510239955000
862.0,42.42201,-71.067212,11.281368,173.884506,5.0,3.0,11.65,0.0,1510239956000
863.0,42.421911,-71.067195,12.416897,172.431671,5.0,3.0,11.76,0.0,1510239957000
864.0,42.421855,-71.067185,12.356564,172.431671,5.0,3.0,11.84,0.0,1510239958000
865.0,42.42173,-71.067162,12.989193,172.434631,5.0,3.0,11.66,0.0,1510239959000
866.0,42.42173,-71.067162,12.990231,172.434631,5.0,3.0,11.65,0.0,1510239960000
867.0,42.421512,-71.067088,13.533749,164.204117,5.0,3.0,11.47,0.0,1510239961000
868.0,42.421408,-71.067041,13.676418,159.443954,5.0,4.0,11.41,0.0,1510239962000
869.0,42.421317,-71.066987,13.938625,156.037506,5.0,3.0,11.18,0.0,1510239963000
870.0,42.421223,-71.066931,13.657619,156.037506,5.0,3.0,11.18,0.0,1510239964000
871.0,42.421139,-71.066881,13.567898,156.037506,5.0,3.0,11.37,0.0,1510239965000
872.0,42.421032,-71.066804,13.254116,152.198547,5.0,3.0,11.54,0.0,1510239966000
873.0,42.420943,-71.06674,13.142941,152.198547,5.0,3.0,11.66,0.0,1510239967000
874.0,42.42085,-71.066674,13.019619,152.198547,5.0,3.0,11.82,0.0,1510239968000
875.0,42.420759,-71.066609,12.061886,152.198547,5.0,3.0,11.94,0.0,1510239969000
876.0,42.420656,-71.066536,11.998745,152.198547,5.0,3.0,12.28,0.0,1510239970000
877.0,42.420596,-71.066493,11.898403,152.198547,5.0,3.0,12.21,0.0,1510239971000
